iTx 	 iRx     ichsrc  ichrec  ifreq 	 emf_real 	 emf_imag
1 	 1 	 1 	 1 	 1 	 3.094956e-14 	 4.516610e-14
1 	 1 	 1 	 1 	 2 	 -1.197709e-15 	 2.643506e-14
1 	 1 	 1 	 1 	 3 	 -6.837579e-15 	 1.541390e-14
1 	 1 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 1 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 1 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 2 	 1 	 1 	 1 	 3.123745e-14 	 4.543111e-14
1 	 2 	 1 	 1 	 2 	 -1.210966e-15 	 2.668778e-14
1 	 2 	 1 	 1 	 3 	 -6.898987e-15 	 1.556187e-14
1 	 2 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 2 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 2 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 3 	 1 	 1 	 1 	 3.152773e-14 	 4.569663e-14
1 	 3 	 1 	 1 	 2 	 -1.223513e-15 	 2.694409e-14
1 	 3 	 1 	 1 	 3 	 -6.960269e-15 	 1.571213e-14
1 	 3 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 3 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 3 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 4 	 1 	 1 	 1 	 3.181989e-14 	 4.596264e-14
1 	 4 	 1 	 1 	 2 	 -1.235744e-15 	 2.720393e-14
1 	 4 	 1 	 1 	 3 	 -7.021796e-15 	 1.586454e-14
1 	 4 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 4 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 4 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 5 	 1 	 1 	 1 	 3.211347e-14 	 4.622909e-14
1 	 5 	 1 	 1 	 2 	 -1.248050e-15 	 2.746725e-14
1 	 5 	 1 	 1 	 3 	 -7.083940e-15 	 1.601896e-14
1 	 5 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 5 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 5 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 6 	 1 	 1 	 1 	 3.240800e-14 	 4.649595e-14
1 	 6 	 1 	 1 	 2 	 -1.260824e-15 	 2.773400e-14
1 	 6 	 1 	 1 	 3 	 -7.147072e-15 	 1.617523e-14
1 	 6 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 6 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 6 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 7 	 1 	 1 	 1 	 3.270299e-14 	 4.676319e-14
1 	 7 	 1 	 1 	 2 	 -1.274459e-15 	 2.800414e-14
1 	 7 	 1 	 1 	 3 	 -7.211565e-15 	 1.633323e-14
1 	 7 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 7 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 7 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 8 	 1 	 1 	 1 	 3.299798e-14 	 4.703076e-14
1 	 8 	 1 	 1 	 2 	 -1.289346e-15 	 2.827762e-14
1 	 8 	 1 	 1 	 3 	 -7.277787e-15 	 1.649279e-14
1 	 8 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 8 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 8 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 9 	 1 	 1 	 1 	 3.328890e-14 	 4.729827e-14
1 	 9 	 1 	 1 	 2 	 -1.309436e-15 	 2.855337e-14
1 	 9 	 1 	 1 	 3 	 -7.349389e-15 	 1.665218e-14
1 	 9 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 9 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 9 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 10 	 1 	 1 	 1 	 3.357522e-14 	 4.756566e-14
1 	 10 	 1 	 1 	 2 	 -1.335181e-15 	 2.883131e-14
1 	 10 	 1 	 1 	 3 	 -7.426799e-15 	 1.681121e-14
1 	 10 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 10 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 10 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 11 	 1 	 1 	 1 	 3.386128e-14 	 4.783340e-14
1 	 11 	 1 	 1 	 2 	 -1.362177e-15 	 2.911279e-14
1 	 11 	 1 	 1 	 3 	 -7.505967e-15 	 1.697191e-14
1 	 11 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 11 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 11 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 12 	 1 	 1 	 1 	 3.414743e-14 	 4.810151e-14
1 	 12 	 1 	 1 	 2 	 -1.390011e-15 	 2.939798e-14
1 	 12 	 1 	 1 	 3 	 -7.586522e-15 	 1.713452e-14
1 	 12 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 12 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
