iTx 	 iRx     ichsrc  ichrec  ifreq 	 emf_real 	 emf_imag
1 	 1 	 1 	 1 	 1 	 2.172604e-14 	 3.553430e-14
1 	 1 	 1 	 1 	 2 	 -6.509886e-16 	 1.892119e-14
1 	 1 	 1 	 1 	 3 	 -4.821891e-15 	 1.104072e-14
1 	 1 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 1 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 1 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 2 	 1 	 1 	 1 	 2.195081e-14 	 3.581197e-14
1 	 2 	 1 	 1 	 2 	 -6.678054e-16 	 1.909893e-14
1 	 2 	 1 	 1 	 3 	 -4.873268e-15 	 1.114328e-14
1 	 2 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 2 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 2 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 3 	 1 	 1 	 1 	 2.217771e-14 	 3.608990e-14
1 	 3 	 1 	 1 	 2 	 -6.854696e-16 	 1.927866e-14
1 	 3 	 1 	 1 	 3 	 -4.925969e-15 	 1.124680e-14
1 	 3 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 3 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 3 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 4 	 1 	 1 	 1 	 2.240712e-14 	 3.636813e-14
1 	 4 	 1 	 1 	 2 	 -7.036093e-16 	 1.946051e-14
1 	 4 	 1 	 1 	 3 	 -4.979645e-15 	 1.135147e-14
1 	 4 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 4 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 4 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 5 	 1 	 1 	 1 	 2.263945e-14 	 3.664672e-14
1 	 5 	 1 	 1 	 2 	 -7.218533e-16 	 1.964465e-14
1 	 5 	 1 	 1 	 3 	 -5.033958e-15 	 1.145749e-14
1 	 5 	 1 	 2 	 1 	 0.000000e+00 	 0.000000e+00
1 	 5 	 1 	 2 	 2 	 0.000000e+00 	 0.000000e+00
1 	 5 	 1 	 2 	 3 	 0.000000e+00 	 0.000000e+00
1 	 6 	 1 	 1 	 1 	 2.287508e-14 	 3.692576e-14
1 	 6 	 1 	 1 	 2 	 -7.398302e-16 	 1.983123e-14
